Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.LastDataTransmitRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.LastDataUplinkRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.LastPMKId,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.LastRequestedMulticastCipher,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.LastRequestedUnicastCipher,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.MACAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.OperationStandard,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.Retransmissions,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.1.SignalStrength,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.Active,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.AssociatedDeviceAuthenticationState,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.AssociatedDeviceIPAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"192.168.101.2",xsd:string,2026-02-23T03:45:53.864Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.AssociatedDeviceMACAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"D8:1E:DD:5B:F4:19",xsd:string,2026-02-23T03:45:53.864Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.AuthenticationState,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.LastDataDownlinkRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.LastDataTransmitRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.LastDataUplinkRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.LastPMKId,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.LastRequestedMulticastCipher,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.LastRequestedUnicastCipher,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.MACAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.OperationStandard,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.Retransmissions,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.2.SignalStrength,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.Active,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.AssociatedDeviceAuthenticationState,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.AssociatedDeviceIPAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"192.168.101.8",xsd:string,2026-02-23T03:45:53.864Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.AssociatedDeviceMACAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"8E:50:2F:0B:AC:F2",xsd:string,2026-02-23T03:45:53.864Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.AuthenticationState,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.LastDataDownlinkRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.LastDataTransmitRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.LastDataUplinkRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.LastPMKId,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.LastRequestedMulticastCipher,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.LastRequestedUnicastCipher,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.MACAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.OperationStandard,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.Retransmissions,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.4.SignalStrength,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.Active,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.AssociatedDeviceAuthenticationState,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.AssociatedDeviceIPAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"192.168.101.7",xsd:string,2026-02-23T03:45:53.864Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.AssociatedDeviceMACAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"02:C3:60:0E:F9:8F",xsd:string,2026-02-23T03:45:53.864Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.AuthenticationState,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.LastDataDownlinkRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.LastDataTransmitRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.LastDataUplinkRate,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.LastPMKId,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.LastRequestedMulticastCipher,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.LastRequestedUnicastCipher,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.MACAddress,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.OperationStandard,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.Retransmissions,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AssociatedDevice.6.SignalStrength,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AuthenticationServiceMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AutoChannelEnable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"false",xsd:boolean,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AutoRateFallBackEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BSSID,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BandSteeringEnable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BasicAuthenticationMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BasicDataTransmitRates,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BasicEncryptionModes,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BeaconAdvertisementEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BeaconType,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"WPAand11i",xsd:string,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Channel,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"1",xsd:unsignedInt,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.ChannelsInUse,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.DeviceOperationMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.DistanceFromRoot,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Enable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"true",xsd:boolean,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.IEEE11iAuthenticationMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.IEEE11iEncryptionModes,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.InsecureOOBAccessEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.KeyPassphrase,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",xsd:string,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.LocationDescription,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.MACAddressControlEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.MaxBitRate,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Name,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.OperatingChannelBandwidth,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.OperatingStandard,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.OperationalDataTransmitRates,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PeerBSSID,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PossibleChannels,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PossibleDataTransmitRates,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PreSharedKey,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PreSharedKey.1,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PreSharedKey.1.AssociatedDeviceMACAddress,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PreSharedKey.1.KeyPassphrase,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",xsd:string,2026-02-23T03:45:53.864Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PreSharedKey.1.PreSharedKey,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.RadioEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.RegulatoryDomain,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.SSID,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"MBAHDIRO",xsd:string,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.SSIDAdvertisementEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"true",xsd:boolean,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.STAWMMParameter,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Standard,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Stats,true,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Status,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalAssociations,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"4",xsd:unsignedInt,2026-02-23T03:45:53.876Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalBytesReceived,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalBytesSent,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalIntegrityFailures,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalPSKFailures,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalPacketsReceived,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalPacketsSent,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TransmitPower,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"100",xsd:unsignedInt,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TransmitPowerSupported,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.UAPSDEnable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.UAPSDSupported,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPEncryptionLevel,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPKey,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPKeyIndex,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WMMEnable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WMMSupported,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPAAuthenticationMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPAEncryptionModes,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_GC_APModuleEnable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.APWMMParameter,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.AssociatedDevice,true,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.AuthenticationServiceMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.AutoChannelEnable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"false",xsd:boolean,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.AutoRateFallBackEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.BSSID,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.BandSteeringEnable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.BasicAuthenticationMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.BasicDataTransmitRates,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.BasicEncryptionModes,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.BeaconAdvertisementEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.BeaconType,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"WPAand11i",xsd:string,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.Channel,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"1",xsd:unsignedInt,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.ChannelsInUse,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.DeviceOperationMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.DistanceFromRoot,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.Enable,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"false",xsd:boolean,2026-02-23T03:45:53.860Z,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.IEEE11iAuthenticationMode,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.IEEE11iEncryptionModes,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.InsecureOOBAccessEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.KeyPassphrase,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.LocationDescription,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.MACAddressControlEnabled,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.MaxBitRate,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.Name,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.OperatingChannelBandwidth,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.OperatingStandard,false,2026-02-23T03:45:53.834Z,false,2026-02-23T03:45:53.834Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.WLANConfiguration.2.OperationalDataTransmitRates,false,2026-02-23T03:45:53.834Z,true,2026-02-23T03:45:53.834Z,"",,,,,,
